date,Battery (Charging) -  MW,Pumps -  MW,Coal (Brown) -  MW,Coal (Black) -  MW,Bioenergy (Biomass) -  MW,Distillate -  MW,Gas (Steam) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Reciprocating) -  MW,Gas (Waste Coal Mine) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Wind (Curtailment) -  MW,Solar (Utility) (Curtailment) -  MW,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh,
10/9/2025 18:00,-138.82,0,3035.72,12119.98,63.29,-0.05,499.77,884.32,977.47,79.13,39.75,570.36,2997.85,6663.04,84.26,332.13,1.06,0,1776.53,5401.65,1.19,0,136.67,214.78,314.55,23.33,12.1,558.76,118.93,
10/9/2025 18:30,-103.42,0,3035.67,12144.8,60.03,-0.08,564.31,971.4,1097.13,80.01,41.13,775.52,3091.9,6662.92,8.52,71.94,31.49,0,1776.53,5412.89,1.18,0,154.19,232.47,348.62,23.59,12.5,558.7,132.83,
10/9/2025 19:00,-90.02,0,3035.11,12189.87,61.44,-0.07,570.1,965.16,1109.67,96.49,41.07,873.05,3155.93,6347.71,0.37,6.63,26.85,0,1776.27,5431.7,1.2,0,155.77,231.12,352.59,28.45,12.49,563.39,146.22,
10/9/2025 19:30,-90,0,3030.91,12238.11,60.03,0,568.21,899.96,1026,156.78,41.16,451.22,3093.61,6358.98,0.38,0.02,31.19,0,1773.83,5454.17,1.19,0,155.24,216.48,327.62,46.23,12.51,573.89,136.85,
10/9/2025 20:00,-93.85,0,3022.84,12203.51,58.74,-0.02,539.58,864.12,997.76,156.63,39.43,338.22,2921.09,6340.99,0.2,0,31.49,0,1769.18,5438.87,1.19,0,147.45,207.52,320,46.18,11.96,579.96,129.55,
10/9/2025 20:30,-79.02,0,3029.55,12119.88,56.75,-0.17,466.13,716.82,773.16,157.69,40.75,295.52,3022.27,6236.91,0.08,0,32.43,0,1773.05,5402.57,1.11,0,127.53,162.61,228.22,46.5,12.37,577.87,131.25,
10/9/2025 21:00,-42.96,0,3006.92,12020.45,47.85,-0.03,460.15,695,669.22,159.53,42.42,170.99,2859.01,6347.25,-0.09,0,33.21,0,1759.89,5358.12,0.93,0,125.86,157.04,192.58,47.04,12.92,579.09,112.88,
10/9/2025 21:30,-53.99,0,3015.56,11824.73,47.05,0,455.44,620.14,513.23,156.6,45.48,74.47,2606.75,6328.06,-0.09,0,33.47,0,1764.86,5270.35,0.92,0,124.6,140.64,144.95,46.18,13.88,585.67,92.02,
10/9/2025 22:00,-67.77,0,3017.69,11671.76,44.86,-0.1,371.04,486.21,376.23,79.44,44.24,60.86,2453.9,6178.54,0.03,0,31.36,0,1766.06,5201.61,0.9,0,101.7,112.65,105.41,23.42,13.49,592.73,96.78,
10/9/2025 22:30,-39.76,0,3011.4,11376.88,48.29,-0.05,271.56,488,312.26,72.06,39.75,14.16,2315.77,6033.96,0.09,0,30.5,0,1762.46,5075.48,0.93,0,74.68,112.32,87.44,21.25,12.17,596.94,118.97,
10/9/2025 23:00,-104.63,0,3009.83,11125.73,45.11,-0.02,174.81,215.03,214.27,61.67,41.83,21.71,2145.92,6165.17,0.09,0,31.98,0,1761.54,4963.46,0.9,0,48.4,53.73,60.22,18.18,12.72,598.63,96.7,
10/9/2025 23:30,-148.01,0,3023.57,10851.9,46.38,-0.02,159.5,150.83,158.18,1.64,43.34,7.36,1992.92,6369.65,0.09,0,31.58,0,1769.44,4835.51,0.91,0,44.26,39.88,44.74,0.48,13.2,595.69,68.61,
11/9/2025 0:00,-322.99,0,3020.32,10694.2,45.18,-0.03,159.02,150.96,61.78,0,43.66,8.14,1975.35,6330.36,0.16,0,30.8,0,1767.56,4762.89,0.9,0,44.12,39.94,18.13,0,13.3,599.73,62.8,
11/9/2025 0:30,-347.29,0,3022.86,10419.14,47.02,-0.08,155.06,151.17,61.93,0,43.41,5.22,1802.38,6335.21,0.19,0,31.08,0,1769.07,4636.2,0.91,0,42.98,39.96,18.17,0,13.23,601.07,64.25,
11/9/2025 1:00,-129.61,0,3036.49,10087.15,47.35,0,102.88,151.6,61.92,0,43.63,11.8,1636.31,6183.2,0.19,0,31.39,0,1777.03,4482.37,0.91,0,27.93,40.11,18.16,0,13.3,599.05,59,
11/9/2025 1:30,-179.63,0,3029.79,9775.1,48.03,-0.02,102.5,151.46,62.1,0,43.35,6.74,1621.73,6020.72,0.19,0,30.12,0,1773.09,4343.6,0.92,0,27.83,40.04,18.21,0,13.21,601.19,61.29,
11/9/2025 2:00,-447.34,0,3033.51,9564.72,46.91,-0.17,102.31,151.38,62.32,0,42.26,6.86,1422.17,6354.91,0.19,0,30.68,0,1775.34,4253.46,0.9,0,27.78,40.03,18.28,0,12.86,602.62,54.01,
11/9/2025 2:30,-440.28,0,3028.87,9508.95,46.11,-0.12,102.44,151.68,62.42,0,43.17,9.06,1371.25,6230.35,0.19,0,29.88,0,1772.62,4232.7,0.9,0,27.81,40.08,18.31,0,13.15,607.09,61.52,
11/9/2025 3:00,-517.26,0,3019.86,9293.18,47.71,0,101.38,151.78,62.28,0,41.31,7.99,1333.67,6231.82,0.19,0,28.26,0,1767.38,4135.56,0.92,0,27.52,40.1,18.27,0,12.57,607.09,51.81,
11/9/2025 3:30,-219.46,0,3026.92,9068.57,49.43,-0.03,102.06,151.27,63.01,0,41.21,7.63,1307.56,6066.88,0.19,0,28.85,0,1771.44,4030.82,0.94,0,27.71,39.97,18.47,0,12.52,600.23,44.54,
11/9/2025 4:00,-114.62,0,3029.32,9026.24,47.03,-0.1,101.44,151.85,61.6,0,41.33,10.62,1302.3,5889.87,0.22,0,27.42,0,1772.85,4012.18,0.91,0,27.54,40.13,18.07,0,12.56,602.06,44.84,
11/9/2025 4:30,-190.4,0,3022.75,9221.34,47.21,-0.08,101.5,150.97,63.16,0,41.12,3.78,1346.49,5879.06,0.14,0,48.13,0,1769.05,4100.01,0.92,0,27.56,39.9,18.53,0,12.49,606.33,44.96,
11/9/2025 5:00,-63.73,0,3032.57,9395.29,47.73,-0.02,105.25,151.58,61.93,0,40.41,111.25,1494.03,5649.66,0.16,0,84.66,0,1774.77,4182.05,0.93,0,28.58,40.05,18.17,0,12.26,604.89,51.71,
11/9/2025 5:30,-21.57,0,3031.06,10146.62,46.56,0,217.19,184.51,71.18,0,39.92,163.04,1639.55,5317.24,0.21,0.27,70.08,0,1773.85,4528.52,0.91,0,58.97,46.69,20.71,0,12.1,618.34,64.4,
11/9/2025 6:00,-12.78,0,3018.64,10555.25,49.22,-0.03,384.06,249.09,281.73,0,40.49,363.94,1811.66,5072.91,0.79,16.17,270.85,0,1766.69,4716.03,0.95,0,104.27,59.63,77.69,0,12.29,617.24,78.56,
11/9/2025 6:30,-92.57,0,3024.88,10904.39,48.47,-0.08,412.88,240.28,380.74,20.51,40.95,886.32,2343.4,4854.86,166.86,189.19,289.99,0,1770.32,4871.13,0.95,0,112.1,57.87,104.24,6.05,12.45,592.21,76.02,
11/9/2025 7:00,-15.47,0,2979.55,10714.96,40.02,0,491.94,256.31,395.08,118.17,41.11,930.56,2420.67,4589.22,1162.11,769.17,289.46,20.5,1743.97,4784.13,0.88,0,133.56,61.09,108.21,34.84,12.49,552.69,110.55,
11/9/2025 7:30,-37.71,-205.38,2996.66,10189,32.42,0,509.25,253.68,395.6,156.45,41.67,941.52,2289.19,4299.29,2436.13,1817.71,284.15,541.87,1753.96,4546.74,0.79,0,138.26,60.57,108.36,46.13,12.65,510.61,106.86,
11/9/2025 8:00,-41.57,-455.27,2981.56,9779.28,36.99,-0.13,509.5,251.55,369.36,135.35,41.06,458.47,2133.27,4013.48,3435.74,3309.11,284.64,1259.26,1745.2,4360.81,0.81,0,138.33,60.16,101.1,39.91,12.46,479.18,107.08,
11/9/2025 8:30,-166.99,-491.15,2915.52,9408.74,32.95,-0.07,506.94,247.93,299.28,107.9,38.02,171.11,1894.77,3637.97,3830.4,4961.23,330.18,1555.84,1706.83,4194.82,0.78,0,137.63,59.47,81.82,31.82,11.61,454.45,75.58,
11/9/2025 9:00,-264.79,-490.21,2878,8973.84,36.89,-0.05,414.81,244.15,147.07,114.37,41.04,160.2,1736.73,3014.79,4113.17,6408.3,606.28,1804.46,1685.01,4000.14,0.8,0,112.62,58.64,41.37,33.72,12.46,431.9,93.84,
11/9/2025 9:30,-375,-489.71,2905.82,8504.09,39.79,-0.05,275.67,163.93,123.3,3.23,40.3,37.37,1426.59,3202.46,4193.91,7760.63,557,2193.46,1701.17,3792.11,0.8,0,74.9,42.58,33.37,0.95,12.25,406.88,43.2,
11/9/2025 10:00,-373.65,-488.58,2912.49,7895.89,38.61,0,106.4,131.53,96.74,0,40.85,68.26,1345.69,3244.53,3921.33,8938.37,609.11,2496.22,1704.97,3525.12,0.79,0,29.19,36.03,26.47,0,12.4,382.73,40.23,
11/9/2025 10:30,-409.8,-488.19,3000.8,7554.96,36.93,-0.07,31,131.28,56.15,0,41.24,45.63,1089.69,3020.59,3879.72,9942.49,835.8,2474.18,1756.31,3376.36,0.76,0,8.92,36.01,16.18,0,12.52,372.83,30.91,
11/9/2025 11:00,-588.7,-531.23,3028.17,7539.06,37.01,-0.02,40.17,130.7,41.22,0,41.36,133.58,978.98,2879.63,3859.85,10743.01,915.4,2535.42,1772.02,3369.83,0.76,0,11.56,35.81,12.42,0,12.56,368.12,21.09,
11/9/2025 11:30,-746.01,-530.31,2963.81,7394.42,33.36,-0.02,41.5,130.52,41.22,0,41.17,105.4,878.11,2772.11,3823.17,11410.46,866.8,2480.45,1733.75,3305.6,0.7,0,11.95,35.8,12.42,0,12.5,360.57,23.53,
11/9/2025 12:00,-802.46,-529.33,2857.59,7070.82,30.49,-0.08,41.67,130.84,40.64,0,42.93,94.2,806.23,2759.25,3799.95,11797.33,883.4,2592.94,1671.82,3162.44,0.67,0,12,35.9,12.24,0,13.07,348.84,18,
11/9/2025 12:30,-872.25,-530.17,2585.93,6768.77,34.79,-0.05,40.83,136.27,37.66,0,43.12,70.86,789.18,2866.24,3999.6,12037.15,830.62,2340.74,1515.41,3024.63,0.71,0,11.76,36.91,11.35,0,13.13,329.47,12.42,
11/9/2025 13:00,-943.56,-529.2,2251.43,6634.75,35.56,0,41,131.54,37.96,0,41.25,89.51,780.92,3045.85,3956.13,12005.45,856.65,2402.65,1323.1,2960.79,0.72,0,11.8,36.1,11.44,0,12.54,315.93,-8.71,
11/9/2025 13:30,-774.23,-527.93,2087.62,6639.82,40.57,0,42.17,130.62,37.68,0,42.05,50.31,806.2,3081.3,3871.72,11758.18,830.13,2381.13,1228,2960.97,0.7,0,12.14,35.86,11.35,0,12.78,312.38,-10.61,
11/9/2025 14:00,-598.45,-521.06,2002.32,6654.16,36.08,-0.02,40.67,129.96,37.42,0,41.82,71.81,729.69,2949.84,3755.25,11360.56,991.22,2356.2,1179.43,2969.17,0.63,0,11.71,35.65,11.28,0,12.77,316.27,-12.78,
11/9/2025 14:30,-320.87,-483.31,1976.8,6701.81,36.14,-0.03,41.83,134.03,36.85,0,44.29,108.41,820.42,2869.99,3784.25,10726.46,1269.6,2098.1,1165.63,2991.83,0.62,0,12.04,36.61,11.1,0,13.61,319.63,-12.27,
11/9/2025 15:00,-250.68,-482.37,2066.51,6813.29,44.36,-0.1,40.5,175.12,37.4,0,46.62,150.22,863.95,3358.07,4057.11,9505.91,677.74,1619.14,1216.67,3043.81,0.67,0,11.66,45.51,11.27,0,14.3,328.76,-10.08,
11/9/2025 15:30,-327.67,-481.85,2242.43,7362.83,63.45,0,0,306.54,38.41,0,47.62,145.17,948.9,3871.32,4168.8,7809,433.09,1410.87,1316.62,3291.24,0.88,0,0,73.58,11.57,0,14.59,359.5,9.08,
11/9/2025 16:00,-365.26,-320.92,2626.53,8117.76,75.82,-0.02,0,389.38,41.6,0,48.31,170.13,926.26,4056.79,4283.91,6040.92,428.67,967.1,1539.12,3625.99,1.06,0,0,90.93,12.53,0,14.78,405.07,19.34,
11/9/2025 16:30,-383.15,-200.48,2917.36,9094.72,84.53,-0.1,19.56,503.18,41,0,47.05,219.31,1185.29,4119.02,4172.1,4328.95,298.22,237.35,1707.88,4055.98,1.16,0,5.31,114.9,12.74,0,14.37,452.22,28.98,
11/9/2025 17:00,-170.06,0,3022.2,10217.73,90.69,0,97.75,865.42,398.66,0,48.76,89.45,1929.25,4332.06,2759.37,2653.86,45.71,87.95,1768.79,4558.3,1.24,0,26.54,190.17,131.79,0,14.91,508.2,45.06,
11/9/2025 17:30,-128.46,0,3036.13,11455.08,93.42,-0.02,172.38,1377.88,955.98,16.92,49.29,595.76,2738.56,3891.95,1095.34,1272.16,198.36,6.78,1776.82,5105.89,1.29,0,46.8,317.81,305.62,4.99,15.13,569.02,155.82,
11/9/2025 18:00,-121.15,0,3034.45,11911.91,95.87,0,266.88,1616.21,1497.76,111.44,49.9,1135.23,3381.93,3783.84,192.78,407.27,65.42,1.01,1775.94,5307.13,1.31,0,72.46,371.58,465.44,32.86,15.29,587.77,212.36,
11/9/2025 18:30,-110.98,0,3027.57,11977.02,93.63,0,353.06,1684.01,1679.76,156.68,48.07,1291.67,3708.35,3998.01,14.95,72.62,4.09,0,1771.92,5335.86,1.26,0,95.86,384.58,527.3,46.2,14.7,584.24,211,
11/9/2025 19:00,-152.46,0,3022.99,12013.36,102.91,0,462.63,1914.11,1937.73,156.72,48.25,1165.59,3516.2,3906.12,0.93,5.38,3.79,0,1769.24,5353.21,1.39,0,125.6,427.89,616.04,46.21,14.75,594.61,203.11,
11/9/2025 19:30,-113.98,0,3015.35,12019.05,106.63,0,508.06,1969.94,1936.27,156.61,48.21,964.54,3455.5,3729.03,0.86,0.02,2.77,0,1764.78,5355.98,1.45,0,137.94,438.49,615.38,46.18,14.74,602.6,201.2,
11/9/2025 20:00,-51.53,0,3028.64,12005.73,109.02,-0.02,510.38,1976.47,1938.36,156.77,46.71,732.11,3294.43,3668.11,0.91,0,1.21,0,1772.51,5348.89,1.49,0,138.57,439.91,616.15,46.22,14.26,611.18,200,
11/9/2025 20:30,-128.19,0,3020.17,11931.03,106.39,-0.05,510,1893.12,1940.71,156.24,45.77,525.64,3251.87,3767.47,0.87,0,0.87,0,1767.6,5317.28,1.48,0,138.47,414.25,616.73,46.07,13.98,615.51,210.95,
11/9/2025 21:00,-75.87,0,3011.63,11980,109.26,0,508.56,1817.55,1817.15,168.13,43.23,210.85,3160.13,3892.77,0.82,0,0,0,1762.64,5341,1.51,0,138.07,391.99,577.24,49.57,13.15,621.16,174.15,
11/9/2025 21:30,-44.27,0,3008.55,11990.18,106.59,-0.02,508.63,1794.16,1218.93,170.66,41.23,57.8,3070.29,4056.68,0.71,0,0,0,1760.8,5345.85,1.48,0,138.09,387.32,377.65,50.32,12.53,621.56,145.99,
11/9/2025 22:00,-31.85,0,3016.14,11941.66,108,-0.08,507.56,1601.9,756.88,146.64,39.49,23.17,2819.79,4104.83,0.64,0,0,0,1765.24,5323.86,1.5,0,137.8,340.72,221.33,43.24,12,626.78,140.28,
11/9/2025 22:30,-77.15,0,3015.87,11764.25,110.02,-0.08,505.94,1532.92,720.41,135.12,39.12,21.17,2455.2,4006.06,0.64,0,0,0,1765.07,5250.6,1.51,0,137.36,319.9,207.67,39.84,11.88,638.38,151.94,
11/9/2025 23:00,-314.95,0,3018.28,11670.33,108.57,-0.02,456.38,1479.89,443.94,98.13,38.31,10.03,2474.07,4005.28,0.64,0,0,0,1766.54,5207.58,1.47,0,123.91,308.35,124.52,28.93,11.63,644.81,95.54,
11/9/2025 23:30,-256.07,0,3018.77,11705.67,107.68,0,394.38,1449.87,188.4,3.98,37.89,6.59,2461,3904.34,0.67,0,0,0,1766.72,5224.54,1.45,0,107.07,301.93,51.81,1.17,11.49,648.58,119.18,
12/9/2025 0:00,-127.03,0,3019.79,11594.91,105.76,-0.02,305.81,1314.71,123.57,0,38.51,8.71,2334.27,3801.33,0.64,0,0,0,1767.31,5173.91,1.45,0,83.03,272.71,33.46,0,11.66,652.15,125.35,
12/9/2025 0:30,-146.94,0,3007.48,11463.62,108.36,-0.07,295.63,1054.69,60.76,0,38.64,24.94,2251.92,3864.88,0.65,0,0,0,1758.88,5115.61,1.49,0,80.26,216.66,17.53,0,11.7,654.01,96.75,
12/9/2025 1:00,-183.91,0,3016.27,11415.49,104.67,-0.12,156.56,1039.53,42.71,0,39.33,8.12,2018.26,3955.59,0.64,0,0,0,1765.25,5098.6,1.45,0,42.51,213.49,12.87,0,11.92,661.27,97.83,
12/9/2025 1:30,-287.57,0,3022.81,11203.32,106.42,-0.03,101.25,1028.14,41.35,0,38.13,13.49,1916.77,3939.68,0.64,0,0,0,1769.11,5001.16,1.47,0,27.49,211.49,12.46,0,11.54,666.03,94.76,
12/9/2025 2:00,-269.78,0,3023.15,10984.15,112.08,-0.07,101.19,961.95,40.96,0,38.87,3.32,1871.07,3952.25,0.64,0,0,0,1769.22,4900.5,1.55,0,27.47,199.8,12.34,0,11.77,665.01,95.55,
12/9/2025 2:30,-524.94,0,3031.97,11187.49,112.73,-0.07,101.06,914.2,41.06,0,38.83,5.25,1737.88,3883.16,0.64,0,0,0,1774.37,4994.36,1.57,0,27.44,191.18,12.37,0,11.76,683.22,109.38,
12/9/2025 3:00,-441.54,0,3031.29,11186.8,112.49,-0.08,101.88,677.91,41.91,0,38.69,74.79,1685.36,3765.3,0.64,0,0,0,1773.99,4995.89,1.58,0,27.66,147.32,12.63,0,11.72,687.61,108.86,
12/9/2025 3:30,-450.34,0,3030.94,11221.09,115.79,-0.05,102,598.73,41.86,0,38.27,141.74,1677.74,3606.9,0.64,0,6.32,0,1773.76,5013.62,1.63,0,27.69,132.93,12.61,0,11.6,693.04,115.49,
12/9/2025 4:00,-412.54,0,3037.89,11170.27,108.88,-0.05,107.56,610.6,42.83,0,38.49,58.27,1616.97,3615.4,0.64,0,6.43,0,1777.79,4988.82,1.54,0,29.2,135.31,12.9,0,11.66,695.89,89.63,
12/9/2025 4:30,-250.31,0,3035.51,11140.22,106.22,-0.1,255.94,644.87,43.39,0,36.95,32.65,1584.99,3542.2,0.64,0,30.01,0,1776.43,4973.47,1.47,0,69.49,142.87,13.07,0,11.16,692.8,99.31,
12/9/2025 5:00,-151.67,0,3044.37,11268.26,110.86,-0.12,399.69,642.12,79.24,0,37.85,38.85,1698.99,3454.92,0.57,0,60.22,0,1781.6,5035.38,1.51,0,108.52,141.96,22.18,0,11.47,688.77,125.38,
12/9/2025 5:30,-21.81,0,3040.88,11503.93,109.35,-0.18,407,662.31,120.3,0,38.32,90.19,2093.29,3316.53,0.54,0.38,12.66,0,1779.54,5142.63,1.5,0,110.5,145.92,32.59,0,11.61,676.4,99.02,
12/9/2025 6:00,-11.04,0,3032.02,11721.17,101.09,-0.05,484.44,775.38,126.79,0,38.19,509.74,2405.23,3143.93,4.29,22.11,92.86,0,1774.41,5240.46,1.44,0,131.52,173.02,34.23,0,11.57,659.11,0,
12/9/2025 6:30,-26.56,0,3025.53,11809.03,98.64,-0.08,509.75,848.39,221.34,0,37.52,882.19,2887.98,3029.34,252.26,258.87,71.98,0.13,1770.63,5277.25,1.42,0,138.4,196.04,65.84,0,11.36,626.07,193.13,
12/9/2025 7:00,-19.44,0,3016.65,11567.73,97.07,0,507.69,763.53,527.22,0,38.05,759.81,2492.44,2968.99,1587.32,1058.3,14.82,5.4,1765.55,5166.02,1.43,0,137.84,177.03,177.52,0,11.52,586.38,137.74,
12/9/2025 7:30,-44.11,0,3009.82,10242.09,91.62,-0.07,505.13,640.28,601.72,109.4,37.33,366.62,2042.68,2755.96,3670.6,2475.21,14.75,152.44,1761.51,4573.11,1.35,0,137.14,141.51,207.81,32.26,11.32,518.11,84.85,
12/9/2025 8:00,-68.08,-246.28,3020.21,8974.59,91.86,-0.12,492.44,641.73,501.02,144.21,33.84,280.03,1654.34,2413.55,4991.55,4259.22,10.25,858.96,1767.49,4002.86,1.33,0,133.7,141.88,168.56,42.52,10.2,461.19,70.42,
12/9/2025 8:30,-111.74,-507.32,3031.4,7883.8,93.36,-0.02,330.81,641.56,501.17,78.66,36.56,76.57,1619.42,2109.93,5531.81,6193.24,9.85,1550.89,1773.99,3516.94,1.34,0,89.82,141.84,168.82,23.19,11.07,416.37,52.76,
12/9/2025 9:00,-239.02,-699.72,3025.72,7059.37,90.47,0,122.73,597.75,404.78,3.67,37.85,38.27,1458.52,1915.83,5684.9,7999.98,18.81,1977.99,1770.73,3149.79,1.32,0,33.34,132.83,138.36,1.08,11.48,381,43.95,
12/9/2025 9:30,-405.04,-936.51,3008.57,6604.3,79.84,-0.15,29.83,376.15,229.53,0,37.42,56.27,1254.66,1943.52,5536.72,9744.6,103.51,2354.52,1760.75,2943.49,1.16,0,8.59,87.3,76.14,0,11.35,354.78,37.6,
12/9/2025 10:00,-434.52,-1187.53,2831.32,6551.17,57.62,-0.1,51.33,185.57,52.94,0,36.47,50.87,882.62,2200.97,5158.99,11135.6,179.65,2684.7,1658.28,2917.03,0.91,0,14.78,49.03,15.38,0,11.05,338.48,-4.45,
12/9/2025 10:30,-634.28,-1200.33,2395.97,6356.58,39.79,-0.02,80.5,108.65,37.43,0,35.95,3.12,776.73,2560.99,5172.75,11977.83,52.66,2677.11,1406.7,2830.64,0.77,0,23.18,33.49,11.49,0,10.92,311.58,-8.75,
12/9/2025 11:00,-602.05,-1198.78,2131.43,6131.85,41.6,0,83.17,95.83,37.45,0,35.29,112.29,758.34,2609.91,4832.32,12423.09,40.47,2582.92,1252.71,2730.2,0.81,0,23.94,29.56,11.49,0,10.71,295.32,-8.94,
12/9/2025 11:30,-495.21,-1197.53,2154.66,5980.8,42.22,-0.12,83.67,88.89,37.65,0,36.76,28.3,698.52,2571.43,4955.61,12718.49,50.04,2268.86,1265.78,2663.62,0.83,0,24.09,27.43,11.5,0,11.14,289.08,-2.96,
12/9/2025 12:00,-562.18,-1196.36,2086.63,5888.57,39.85,-0.03,83,89.51,41.01,0,37.63,142.86,647.33,2574.78,4951.98,12669.68,71.08,2049.56,1226.27,2621.74,0.79,0,23.9,27.62,12.81,0,11.38,285.48,-1.84,
12/9/2025 12:30,-749.29,-1196.64,2106.71,5789.7,39.55,0,82,89.41,39.12,0,36.9,93.29,582.67,2672.82,5050.88,12507.03,31.75,1915.84,1237.66,2577.89,0.78,0,23.61,27.59,11.98,0,11.15,286.67,-0.4,
12/9/2025 13:00,-1057.71,-1195.08,2058.88,5819.62,42.47,-0.03,82.83,90.62,37.79,0,35.65,52.59,579.34,2749.18,5299.56,12137.99,41.93,2074.36,1210.54,2590.95,0.81,0,23.85,27.96,11.49,0,10.79,290,-6.47,
12/9/2025 13:30,-813.1,-1194.4,2056.34,5793.7,50.55,-0.08,83.67,98.58,37.62,0,35.43,28.35,592.26,2833.35,5276.46,11492.12,65.7,1878.79,1209.22,2579.45,0.89,0,24.09,30.4,11.49,0,10.73,293.22,-1.33,
12/9/2025 14:00,-691.01,-1192.33,2089.56,5764.54,53.91,-0.08,82.67,99.27,37.32,0,35.22,36.86,558.59,2889.42,5351.01,10856.2,51.33,1481.36,1227.76,2566.48,0.92,0,23.8,30.61,11.5,0,10.67,298.16,-2.12,
12/9/2025 14:30,-383.39,-1183.68,2246,6012.45,51.6,0,83.17,102.28,38.11,0,35.29,38.5,603.96,2836.88,5293.33,9959.84,49.57,1508.7,1318.43,2677.03,0.9,0,23.94,31.25,11.67,0,10.7,316.61,8.89,
12/9/2025 15:00,-355.54,-1104.58,2376.05,6087.81,49.75,-0.07,79.33,157.4,37.43,0,35.42,34.97,688.52,2846.38,5664.99,8908.06,60.84,872.03,1393.89,2714.29,0.88,0,22.84,44.03,11.48,0,10.73,329.19,16.41,
12/9/2025 15:30,-426.35,-803.4,2452.56,6676.73,53.56,-0.07,75.17,380.14,37.41,0,38.34,16.32,740.31,2909.23,5589.05,7622.6,42.03,318.36,1438.24,2977.67,0.92,0,21.07,89.3,11.48,0,11.6,358.83,15.51,
12/9/2025 16:00,-316.01,-473.07,2708.6,7449.66,65.41,-0.03,159.33,590.79,39.28,0,41.61,33.16,839.57,2845.75,5389.13,6095.17,33.16,281.91,1586.78,3320.86,1.06,0,43.94,131.3,11.99,0,12.67,401.17,11.19,
12/9/2025 16:30,-370.6,-160.54,2963.2,8977.27,63.56,-0.05,246.88,745.75,130.12,0,42.82,122.51,1075.85,2803.45,4389.39,4346.83,9.49,100.37,1734.48,3995.98,1.1,0,67.72,163.73,38.75,0,13.03,474.04,136.88,
12/9/2025 17:00,-301.35,0,3020.94,10643.79,58.63,-0.05,350.94,1071.63,351.4,0,40.98,57.28,1722.18,2836.79,2972.48,2647.01,9.67,15.89,1768.01,4747.44,1.11,0,96.21,236.43,103.59,0,12.45,546.88,78.43,
12/9/2025 17:30,-110.94,0,3032.89,11519.97,64.85,0,448.94,1399.96,816.63,13.13,42.74,306.85,2570.23,2931.11,1319.63,1282.62,10.16,1.13,1774.95,5138.08,1.23,0,123.03,310.12,247.91,3.87,13.03,593.81,95.66,
12/9/2025 18:00,-69.52,0,3018.08,11775.81,63.82,-0.03,632.88,1591.78,1051.76,152.6,43.67,1163.07,3285.95,2765.34,204.83,426.72,10.61,0,1766.29,5251.46,1.24,0,174.47,349.33,322.93,44.99,13.31,607.05,124.52,
12/9/2025 18:30,-6.51,0,3016.04,11748.17,63.55,-0.03,690.98,1740.31,1206.88,191.21,40.16,1198.49,3625.03,2906.05,15.99,82.17,15.25,0,1765.2,5238.55,1.22,0,190.82,379.4,377.56,56.38,12.19,604.96,130.21,
12/9/2025 19:00,-5.17,0,3020.18,11744.25,66.42,-0.02,708.08,1734.28,1150.47,191.75,39.57,1136.66,3581.71,3200.23,0.49,6.63,32.54,0,1767.53,5236.12,1.24,0,195.5,378.21,355.74,56.54,12,602.27,117.86,
12/9/2025 19:30,-5.4,0,3027.68,11666.99,65.01,-0.02,708.52,1730.55,1201.41,191.81,36.62,887.68,3586.06,3262,0.46,0,35.99,0,1771.85,5199.28,1.22,0,195.62,377.52,377.81,56.55,11.05,606.31,109.94,
12/9/2025 20:00,-67.99,0,3020.86,11591.19,62.25,-0.03,706.19,1615.02,1145.48,191.57,33.78,676.03,3496.25,3506.36,0.59,0,12.64,0,1767.86,5163.43,1.19,0,194.97,342.84,358.32,56.48,10.15,607.85,109.61,
12/9/2025 20:30,-147.86,0,3028.39,11557.16,64.97,-0.05,700.65,1559.44,1039.17,159.67,33.79,428.89,3327.32,3871.36,0.65,0,0.32,0,1772.27,5147.75,1.22,0,193.35,327.13,319.43,47.08,10.15,610.25,132.39,
12/9/2025 21:00,-9.83,0,3036.14,11661.06,67.45,0,709.75,1556.53,1018.17,192.68,34.43,204.3,3169.81,3862.59,0.66,0,2.5,0,1776.72,5192.31,1.22,0,195.97,326.51,310.29,56.81,10.36,617.18,107.23,
12/9/2025 21:30,-67.17,0,3030.15,11638.51,68.25,-0.02,709.54,1573.23,623.29,192.28,34.89,413.91,3131.47,3597.16,0.49,0,2.56,0,1773.25,5181.22,1.21,0,195.91,329.96,184.63,56.69,10.5,620.01,107.75,
